,realAltitude,kalmanAltitude
2209,1548.07,1549.2
2210,1547.78,1549.19
2211,1547.59,1549.17
2212,1547.88,1549.16
2213,1547.88,1549.15
2214,1548.26,1549.15
2215,1548.26,1549.14
2216,1547.98,1549.13
2217,1547.88,1549.12
2218,1547.88,1549.11
2219,1548.07,1549.1
2220,1548.65,1549.09
2221,1548.65,1549.09
2222,1547.78,1549.08
2223,1548.26,1549.07
2224,1547.5,1549.06
2225,1548.07,1549.05
2226,1547.69,1549.04
2227,1548.07,1549.03
2228,1547.69,1549.02
2229,1548.45,1549.01
2230,1547.78,1549.0
2231,1547.59,1548.99
2232,1547.59,1548.98
2233,1547.69,1548.97
2234,1547.98,1548.96
2235,1547.59,1548.95
2236,1547.88,1548.94
2237,1547.78,1548.93
2238,1548.26,1548.92
2239,1547.88,1548.91
2240,1547.69,1548.9
2241,1547.88,1548.89
2242,1547.78,1548.88
2243,1548.17,1548.88
2244,1548.07,1548.87
2245,1548.07,1548.86
2246,1547.78,1548.85
2247,1548.17,1548.85
2248,1547.98,1548.84
2249,1547.98,1548.83
2250,1547.78,1548.82
2251,1547.3,1548.81
2252,1547.69,1548.8
2253,1547.21,1548.78
2254,1547.21,1548.77
2255,1547.3,1548.76
2256,1547.3,1548.74
2257,1547.4,1548.73
2258,1547.78,1548.72
2259,1547.5,1548.71
2260,1547.4,1548.7
2261,1547.78,1548.69
2262,1547.02,1548.67
2263,1547.4,1548.66
2264,1547.4,1548.65
2265,1547.69,1548.64
2266,1547.78,1548.63
2267,1547.78,1548.63
2268,1547.5,1548.61
2269,1547.69,1548.61
2270,1547.69,1548.6
2271,1547.78,1548.59
2272,1547.69,1548.58
2273,1547.98,1548.58
2274,1547.3,1548.56
2275,1547.88,1548.56
2276,1548.26,1548.55
2277,1547.59,1548.55
2278,1547.5,1548.54
2279,1547.78,1548.53
2280,1547.69,1548.52
2281,1547.11,1548.51
2282,1547.78,1548.5
2283,1547.69,1548.49
2284,1547.5,1548.48
2285,1547.69,1548.48
2286,1547.78,1548.47
2287,1547.98,1548.47
2288,1547.4,1548.46
2289,1547.98,1548.45
2290,1547.59,1548.44
2291,1547.88,1548.44
2292,1547.88,1548.43
2293,1547.59,1548.43
2294,1547.88,1548.42
2295,1547.69,1548.41
2296,1547.5,1548.41
2297,1547.78,1548.4
2298,1547.59,1548.39
